CountryCode,Latitude,Longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,
HK,0,0,7943.02279726,7925.70316393,7934.23217783,7813.7299983,7944.92523679,7678.7322229,7754.3998693,7685.86647607,6099.2271861,5896.28845752,5540.7272346,5549.08745018,5445.96025411,6540.36608843,5609.77281107,5744.99298973,5641.73441022,6514.28604644,6522.66768964,5690.3567173,3710.35391704,3500.4967907,3397.16499534,3313.0377507,3696.25303185,3493.51765548,3713.71460393,3378.58165909,3558.81145978,3703.51017263,3191.06098019,4389.16612653,3522.97709886,8862.39338975,7757.01875719,7595.23281289,743.635350545,2174.70884589,9791.22158772,4561.23302728,
HM,0,0,7943.02279726,7925.70316393,7934.23217783,7813.7299983,7944.92523679,7678.7322229,7754.3998693,7685.86647607,6099.2271861,5896.28845752,5540.7272346,5549.08745018,5445.96025411,6540.36608843,5609.77281107,5744.99298973,5641.73441022,6514.28604644,6522.66768964,5690.3567173,3710.35391704,3500.4967907,3397.16499534,3313.0377507,3696.25303185,3493.51765548,3713.71460393,3378.58165909,3558.81145978,3703.51017263,3191.06098019,4389.16612653,3522.97709886,8862.39338975,7757.01875719,7595.23281289,743.635350545,2174.70884589,9791.22158772,4561.23302728,
HN,14.1,-87.2167,2675.38191632,2674.15684302,2664.22585599,2377.80440542,2679.38891106,3066.00969113,2994.5235543,2939.00187041,1916.63964954,1369.53012163,1819.57698571,1822.480908,8750.27359296,1200.52440604,925.683927341,1547.48311578,9075.44618733,1614.15342148,1946.73203613,2096.78851903,5882.49731875,5730.19180963,5891.11737018,5769.20732242,5595.13566824,5520.94742693,5602.5951127,5468.58877833,5334.89593986,5068.31937788,5830.45894087,6656.39767347,3779.22701411,7830.9617199,9535.7495389,8408.01762359,5601.83149811,8196.49933011,8662.46981924,1672.40944836,
HR,45.8,16,6126.70912029,6104.72172651,6124.82395642,6224.96596083,6125.71165364,5508.44420946,5643.79060492,5604.59284612,4780.42159396,5037.85728231,4506.52303108,4508.37068519,3098.15961248,5681.03604349,5243.24697817,4817.80006342,3435.62856157,5339.18037247,5105.03588441,4380.03562746,478.818705427,450.806644665,263.90768869,369.802162543,663.442950299,640.817672323,667.963857995,672.091054712,832.564976892,1118.92967789,330.04059412,1160.16716744,6189.33157587,5805.46486587,5501.70261609,4745.01616983,2741.40060744,3952.22763499,9527.50235033,5734.27526198,
HT,18.53333,-72.3333,3259.45854501,3251.40160122,3248.28291507,3010.56502588,3262.94954595,3439.90590416,3413.57903017,3345.71615026,1846.1486539,1288.11156249,1442.62002447,1450.39178735,8088.23873108,1641.79887114,709.789739267,1325.11219647,8436.09679798,1860.25103577,2095.51477179,1786.70840367,5031.59131702,4849.9161581,4995.79239598,4863.55287922,4744.06432532,4639.93371431,4754.18371408,4571.3878416,4462.58775286,4215.84412692,4909.35545565,5898.7127196,3384.88597076,8144.54226432,9582.91164985,8359.39052651,4589.58000737,7237.67813338,9694.81785796,1220.21557591,
HU,47.5,19.08333,6101.31612818,6079.41078136,6099.95653524,6213.58090724,6100.1315513,5467.71536068,5605.39797984,5569.12269717,4817.39439808,5099.91291395,4569.0060458,4570.38135826,2935.52419137,5729.47672,5330.68627766,4880.24925463,3276.10636949,5374.10311139,5128.14059931,4426.60997103,428.908766767,506.06447024,351.33537252,492.015928959,676.994250065,714.501966321,676.099578804,774.986057878,902.262041644,1178.93222499,491.104139714,973.234216353,6376.32705642,5619.45040011,5323.941023,4557.92927147,2919.98033443,4029.12723573,9358.55521176,5887.06836152,
ID,-6.16667,106.8167,8689.82293897,8692.9943691,8701.09835825,8977.81073546,8685.91938312,8372.85040447,8425.40693905,8486.99272335,9816.25326778,10399.9991493,10156.5153405,10149.3887448,3577.74360964,10259.3220841,11004.7829278,10314.776186,3226.44765499,9927.49302988,9639.06007641,9816.15226637,6700.47896335,6905.2173491,6777.29520175,6918.18501886,6983.10594989,7111.94706009,6970.98764432,7195.41592059,7277.79040569,7502.9071973,6891.43857686,5782.42586411,9712.28288366,3592.98866182,2027.42690345,3241.92651677,7704.36316239,5250.95320109,3135.3252089,11864.2152483,
IE,53.31667,-6.23333,5094.82492926,5072.83504857,5091.7333185,5162.91528547,5094.27342464,4523.78976302,4650.61221723,4603.64946696,3665.6300005,3924.63404983,3393.39918957,3394.97361641,3933.13251583,4563.85903978,4158.2815598,3704.74407741,4284.12563179,4224.87749646,3999.07453433,3262.91336833,816.542661098,674.219687705,853.944093759,768.447782306,528.292090043,476.776028051,537.736439519,482.915101548,285.969278337,2.41041635479,877.134441749,1736.31486824,5835.27553058,5957.33176641,6122.50047597,5145.88488168,2995.47053727,4864.85530014,10126.0333578,4892.90533212,
IL,31.76667,35.23333,7439.41399098,7417.78469075,7439.02223026,7573.06121833,7437.8917113,6778.36835197,6920.25932019,6890.68851755,6190.99803384,6443.69565241,5912.77852627,5914.93818811,2334.01966682,7092.54288798,6614.8522118,6223.65525416,2595.36354083,6749.18337651,6507.66073646,5791.91284703,1803.87487728,1859.81570009,1675.57102134,1768.75409288,2054.40894306,2052.36847907,2054.6899156,2071.23685383,2243.91441774,2530.75227866,1683.08295414,1661.11476323,6615.26043907,5683.27173076,4800.78847367,4422.99779654,2920.72020681,2906.48064969,8501.55557612,6803.0485965,
IM,54.15,-4.48333,5108.86923387,5086.85729672,5106.03803679,5184.21374528,5108.22015916,4527.77017462,4656.34553101,4610.79331971,3708.8831866,3980.30315597,3449.45992631,3450.80088752,3847.30122759,4613.15220987,4225.13329864,3760.67227678,4198.44837993,4267.55962041,4035.57539774,3310.88658749,743.696033056,622.785553194,807.75518331,735.697199621,456.273184298,438.081581148,463.749486784,468.760100626,257.607883185,91.31603873,852.389883275,1648.32478261,5924.44206903,5873.02985665,6030.77199008,5055.05048662,3050.58689262,4867.43997887,10035.2983333,4981.35131394,
IN,28.6,77.2,7709.32699637,7694.90584938,7716.02356281,7991.80474956,7705.75168943,7032.92117276,7165.46115586,7181.60014901,7475.39208563,7963.28480758,7489.23221732,7486.57918853,574.453227064,8374.79349536,8391.63520291,7769.81057069,347.371933928,7925.76892352,7590.06009106,7226.17263963,3593.13993481,3800.466501,3679.65495355,3823.79459381,3876.23360695,4005.99642748,3864.36155234,4092.98621784,4170.47077606,4398.2907308,3809.05006463,2698.63954361,8964.59715633,3627.70055473,2338.53186644,2348.51467492,5358.9382141,4125.68042445,6087.74554177,9210.55237937,
IO,-7.3,72.4,10167.8892316,10156.214363,10175.9277829,10467.6825439,10164.0321402,9519.69075813,9646.42971553,9668.82176963,9757.4216338,10084.1064358,9552.8517714,9554.44651582,3059.29421307,10693.5481195,10227.8447382,9864.20238405,2829.28172706,10287.8798999,9982.52848128,9399.17679516,5381.2494773,5485.26460244,5307.80430406,5410.75770739,5656.78268347,5686.26277411,5653.35840879,5714.30959955,5877.87176574,6161.03135903,5328.55805378,4788.21578092,7806.6458116,5271.11174379,3487.88794012,4299.9344758,5390.42644423,2900.37158564,5231.42827212,9550.14341548,
IQ,33.33333,44.4,7473.45887608,7452.64863793,7474.69623776,7646.90728001,7471.40003966,6783.9838856,6928.86566765,6908.83291303,6419.08617746,6733.86056111,6204.055717,6205.09428544,1793.46136966,7345.86340537,6968.59287471,6514.82694533,2050.83868435,6968.0304515,6697.28600784,6045.6370127,2026.8014204,2145.95419556,1978.01874602,2097.01631285,2304.9718574,2352.65623829,2300.73033033,2398.46419025,2542.02506374,2818.81717851,2037.7437188,1582.66241918,7150.84305514,5185.18068097,4256.25862091,3909.16256277,3460.30234651,3140.33246309,8003.77735382,7308.39712651,
IR,35.7,51.41667,7369.65112313,7349.76532437,7372.12536093,7571.58797683,7367.20853145,6667.68530042,6812.96209461,6800.48750133,6488.20660151,6853.97466715,6331.3119163,6331.33474261,1366.65255759,7425.24011168,7145.33834848,6638.40809674,1637.21208793,7022.15377537,6729.96770878,6141.59652484,2179.03325638,2340.45359934,2191.41264795,2324.90767297,2466.48387819,2550.64964955,2458.9373107,2615.84145637,2732.59106593,2994.05791934,2287.39050392,1530.40695637,7580.83283756,4759.09664502,3840.44182111,3479.34621761,3887.92795966,3452.57331818,7661.27632106,7648.04905577,
IS,64.15,-21.95,4211.44471438,4189.43113521,4209.24998738,4307.17228979,4210.56332779,3612.77331632,3743.60895288,3700.30663444,2956.94607363,3323.7156764,2810.8043669,2809.83716757,4183.90108699,3890.56187304,3681.36402512,3111.92851336,4527.68002959,3502.65353381,3235.21409436,2603.9714185,1483.69696042,1477.70808495,1665.52216936,1628.84246309,1254.97744372,1335.15335784,1250.41693199,1387.89771246,1174.56765228,929.168853549,1755.66584364,2055.67796207,6204.1039324,5466.37969836,6019.06701767,4896.90596116,3842.55835028,5788.4931533,9707.47074422,4825.67492341,
IT,41.9,12.48333,6255.82334174,6233.80521528,6253.11471208,6331.19924128,6255.12639015,5664.12732619,5795.3120847,5751.77902636,4813.18845465,5024.56728374,4495.56704965,4498.26361953,3331.39809779,5688.71661655,5181.5870966,4805.04457051,3660.49408548,5372.37752213,5159.7834408,4398.42770256,734.742697942,596.081344696,432.990979207,424.204294988,828.39482131,717.069883317,839.461835783,686.5344437,890.635352456,1171.3531769,296.449740457,1476.32859523,5887.86645731,6123.27036085,5767.66880064,5047.87013576,2420.37135074,3754.18071631,9758.39143255,5534.81147466,
JE,49.18333,-2.1,5421.15820097,5399.19919184,5417.83024214,5481.53020256,5420.69539485,4857.37821154,4983.23587833,4935.44943502,3949.39954674,4175.6029073,3644.89174817,3647.1629118,3856.13957112,4831.16773517,4368.92585769,3955.59757323,4203.79464414,4508.73596241,4295.82870401,3536.81569013,711.933679307,486.242918606,627.074042624,505.098055127,466.834220788,283.46485159,484.789712774,202.899285996,182.589688698,339.180893856,586.740287369,1706.30886164,5723.23498229,6122.13400279,6142.5547249,5232.2532046,2709.52323691,4529.13467736,10191.196671,4954.79738802,
JM,18,-76.8,3040.1797884,3033.58377676,3028.91033352,2778.42238628,3043.81691158,3272.33465342,3234.54598647,3169.01280217,1767.69766435,1185.3852634,1448.18137946,1454.55840333,8252.07972933,1423.7254318,579.880918535,1270.68448845,8595.38398941,1695.2466612,1962.95819357,1782.14899425,5245.21204064,5073.67500013,5225.39032612,5096.71851539,4956.97864591,4863.47473803,4966.17111627,4800.78931154,4682.48451132,4427.7678367,5148.42374899,6083.10125122,3518.76353538,8025.8021598,9556.6773417,8345.94221796,4884.44365907,7526.15558685,9404.11779473,1325.99267836,
JO,31.95,35.93333,7440.41813359,7418.83735819,7440.15516715,7577.32270877,7438.85218414,6776.64044277,6918.86835226,6890.03171732,6206.67954469,6464.56377331,5933.46728789,5935.53587706,2291.08173153,7110.78347139,6641.00086002,6244.49348897,2552.43956202,6764.44740772,6520.42508973,5809.45588791,1814.46888855,1876.28233741,1693.06894119,1788.93049778,2068.11006569,2070.55451874,2067.98886384,2091.93664797,2262.25201925,2548.6333617,1705.58738632,1646.44172619,6657.93792412,5642.91528873,4757.8669628,4381.5240892,2963.55533646,2924.87720926,8463.66691051,6842.00227325,
JP,35.68333,139.75,5166.87012397,5165.8897044,5177.77344917,5475.02160893,5162.77983041,4780.07540788,4839.85939651,4898.77308669,6298.69293559,6856.66353441,6762.81879358,6753.7120334,3484.10230766,6669.4715056,7453.71127013,6823.66658217,3358.47357984,6334.86212145,6061.08633427,6425.93756247,5542.98507827,5800.2008492,5824.75194308,5953.88938657,5685.03373677,5905.41114508,5665.64693283,6036.67151265,5941.22091922,5957.164853,6038.84321431,4649.2812661,11515.5540539,3.74329048749,1793.56466746,1304.73007353,8494.50054979,7725.59763028,4245.95511567,9348.28680812,
KE,-1.28333,36.81667,9603.69376225,9581.68949514,9600.73038387,9658.53073956,9603.08293984,9000.89699582,9136.15471428,9095.93543345,8008.11336661,8035.75926321,7559.47159226,7565.22271695,3636.84504086,8735.98648637,7929.13864305,7837.17869833,3676.63994969,8541.56515243,8403.10765854,7569.79043321,3958.16359734,3921.77678785,3735.84219761,3769.43852116,4149.26551295,4065.46467125,4156.04270958,4028.24554825,4237.35744862,4511.36518693,3645.11437162,3940.88116186,5768.14091294,6990.86742014,5445.58193847,5724.30159457,2913.2226707,762.867641524,7622.25975783,7106.34460113,
KG,42.86667,74.6,6793.3944343,6777.35000518,6799.12325229,7060.66659366,6790.05073026,6100.66058134,6238.07518658,6247.7201183,6481.50917676,6978.65980877,6516.76937524,6513.5972949,422.027639969,7378.47817841,7430.50826375,6789.99152181,742.816534976,6929.60087678,6594.38725074,6243.17706742,2833.5459844,3071.50630639,2987.90352991,3137.61880078,3098.47820744,3262.56304321,3083.73233301,3368.38775023,3403.55990761,3594.74002391,3155.50998426,1858.28002424,8866.81845391,3429.56221635,2672.34623594,2153.11491097,5173.87119861,4607.37956035,6694.8498412,8487.35104598,
KH,11.55,104.9167,7887.86772205,7885.05161756,7898.48845496,8200.23664991,7883.74314034,7426.62955012,7508.0667692,7559.23386314,8662.08653146,9247.24877732,8944.23384481,8937.68776799,2506.36551573,9279.0742769,9834.92237971,9130.86914095,2162.63917919,8877.12935399,8555.43440076,8609.7191459,5650.63460546,5879.79866896,5778.48393261,5926.30042306,5920.57166935,6077.02515688,5906.22841127,6176.68955195,6224.6288511,6418.97331995,5924.84895555,4682.5890017,10393.1280591,2735.98617812,960.482240817,2081.48350632,7333.76809601,5355.2501284,3949.12491071,11311.7317894,
KI,-0.88333,169.5333,5081.37529936,5097.01367389,5090.92413971,5241.01272563,5079.06359945,5260.24856816,5202.23145091,5273.40937989,6915.16539359,7172.88821297,7487.04661333,7478.18310106,6451.5590558,6554.37131182,7501.45908089,7308.34559,6222.6689206,6541.20671931,6497.77724239,7302.72602197,8613.30794876,8853.19170544,8916.82611554,9027.92026509,8691.22940052,8908.93422796,8672.31298241,9035.64152865,8887.54785218,8803.83090305,9132.3852502,7798.72504638,9480.11719427,3174.11647948,4053.08907205,4370.47024188,11665.9647535,9554.54187213,2115.66236248,8600.42339411,
KM,-11.7,43.23333,10442.2866619,10420.2648131,10439.7585043,10501.5858822,10441.5090408,9818.30005302,9957.17255578,9921.27985692,8831.15467626,8814.02179232,8359.61013831,8365.93307656,3972.2047726,9506.54897872,8639.36544734,8625.02212218,3926.44933673,9352.46897915,9233.62419453,8391.91945291,4777.8437405,4753.93134031,4566.73967505,4605.74602048,4979.28477661,4902.73816599,4985.28877509,4868.61634735,5076.758137,5352.46060564,4483.05122716,4671.67943922,5888.99496618,7046.40297448,5344.32779993,5871.24769107,3573.07182371,905.532053595,6895.9306064,7547.44622217,
KN,17.3,-62.7167,3831.24318456,3821.32914719,3820.27324665,3600.23505419,3834.51687914,3935.69015156,3927.12328029,3856.59543513,2246.83514813,1758.76210755,1736.24051585,1745.62006725,7828.39921525,2230.31949587,1265.71194115,1726.39973568,8179.73307128,2382.81991426,2566.64066587,2067.8009297,4694.32241712,4487.37246171,4614.9201842,4474.24996955,4412.99894272,4281.00790255,4425.48889132,4196.82470699,4116.60957668,3896.30368487,4502.45399448,5624.65624736,3023.95937839,8493.25857033,9694.13443007,8483.08097434,3960.71742285,6599.83912492,10268.4403846,1080.37591197,
KP,39.01667,125.75,5624.94204788,5620.24670581,5635.18039582,5939.90481335,5620.81136954,5138.38268786,5221.95096757,5271.9216842,6468.61223201,7051.29314083,6854.43958054,6846.23355671,2682.39949266,6997.86061369,7656.42641768,6975.52863785,2561.69370928,6612.06394452,6303.96457579,6509.72609401,4930.39278886,5191.97110624,5191.92104151,5329.66848528,5105.86395085,5321.11681425,5086.80227921,5450.77998358,5383.55861566,5442.83959331,5400.79292704,3985.42786134,11278.5262147,798.245456102,1342.97346245,503.232867393,7761.30606424,6958.95791342,4692.50026396,9506.02256665,
KR,37.55,126.9833,5642.3304569,5638.29729725,5652.71132172,5956.71374084,5638.19824809,5171.68956392,5251.57618853,5303.13955267,6532.6831939,7113.38071062,6929.31159396,6920.97824925,2771.9206971,7040.22360387,7718.88305161,7043.1183277,2639.5486244,6661.37900096,6357.58992489,6584.79535578,5051.68542816,5313.28419971,5312.8380066,5450.73926107,5227.26951952,5442.5353801,5208.20609219,5572.19768177,5504.83698837,5563.37742157,5521.53996346,4105.71036525,11398.3193197,715.432894386,1301.62322276,593.83193191,7874.45918082,7018.58645496,4572.9970094,9580.54235414,
KW,29.36667,47.96667,7779.62234917,7759.14124943,7781.34215623,7963.60483488,7777.41073897,7084.14607169,7229.39022504,7212.408044,6763.33420511,7079.0575602,6549.09258137,6550.17360826,1694.44193067,7690.9554701,7308.14920877,6859.94242795,1904.63438577,7311.31064103,7037.97014688,6391.01065486,2372.2116973,2488.46178242,2318.42587834,2434.46048607,2649.91151553,2694.30112498,2645.81839053,2736.9628854,2884.25021256,3162.28909114,2370.44508079,1892.77080242,7259.67787268,5157.28070659,4093.99713694,3862.71227279,3601.45869762,2971.61121146,7726.98135039,7577.77999765,
KY,19.3,-81.3833,2744.14204526,2738.37494548,2732.84444579,2476.17112448,2747.85243143,3009.51069834,2963.59782748,2899.98180134,1600.45955478,1015.73378766,1379.26057617,1383.86381031,8285.81212865,1136.26744811,453.623833003,1147.55735901,8620.64550506,1447.6093201,1739.95390679,1689.7898692,5362.40059422,5206.166859,5365.76974575,5243.00050851,5074.60394889,4996.64987685,5082.45637327,4942.80715388,4811.3396897,4546.83390092,5303.48637731,6156.32073032,3774.70194154,7783.74176961,9377.98670265,8188.05569279,5175.46288995,7831.44118154,9143.79987182,1584.45130668,
KZ,51.16667,71.41667,6263.67202535,6246.65220862,6268.73317558,6519.59876073,6260.49944957,5563.43616223,5703.60238613,5708.64661835,5888.91570063,6387.5940896,5929.92862802,5926.5662501,1014.27453055,6787.56756995,6846.91121778,6200.41774671,1328.49954967,6339.44070191,6005.35132794,5652.81874077,2411.30749932,2664.2444057,2610.80202564,2759.15693484,2654.70528922,2839.18674975,2638.24211217,2955.46176014,2960.0040083,3121.85021774,2799.76707753,1410.94685649,8675.31958748,3453.68687371,3028.64344864,2269.52561562,5050.50772528,4896.15020154,7083.18761713,7996.61199802,
LA,17.96667,102.6,7634.23102091,7629.08310073,7644.37130686,7949.40614826,7630.10336613,7121.59069247,7214.07998513,7260.04884567,8252.81181264,8833.61930029,8503.93087602,8497.76521464,2077.13865546,8928.65449805,9408.63220165,8704.60072848,1742.40432473,8508.31545915,8177.58115245,8174.15918011,5207.10233423,5441.3166662,5347.33295377,5496.14373689,5473.00462383,5635.34381931,5458.19973217,5738.47477308,5778.1100355,5965.20252947,5501.4055041,4230.2561878,10416.0684699,2571.68993494,807.480003218,1725.52112042,7072.43685201,5313.59620313,4356.4753037,10854.0595051,
LB,33.86667,35.5,7306.78516236,7285.22510809,7306.57541571,7445.39354204,7305.20149985,6642.17015825,6784.47257227,6755.83224583,6087.36083586,6354.57761503,5823.26277465,5825.14346454,2273.20268014,6995.5529738,6543.54154176,6134.50864984,2548.02119508,6644.37094324,6396.85622342,5693.30631887,1689.45299718,1760.00725212,1578.91871683,1680.00358855,1947.14850362,1957.21686877,1946.4329733,1983.70735972,2149.01180158,2434.29741956,1602.11039543,1515.37517562,6688.50471766,5583.07399953,4751.38889325,4332.87794772,2991.91907735,3052.33967267,8512.38941244,6798.42474534,
LC,14,-61,4054.98558403,4045.79890861,4043.92174653,3815.62776592,4058.3498269,4179.87357386,4167.93036779,4097.86489333,2499.01013382,2001.79992403,1991.22982753,2000.60460396,7945.45436209,2444.41273281,1486.67602079,1977.01280918,8295.52702332,2618.85639957,2812.45600638,2322.62847819,4798.96085999,4582.10826975,4700.21146247,4556.43243016,4522.21567463,4378.84642735,4535.63423079,4288.03754119,4221.46048895,4014.20247332,4575.70050696,5749.56334139,2770.12529889,8747.16597017,9908.99713365,8707.71458364,3853.69207997,6450.85638603,10286.1185489,896.671763579,
LI,47.13333,9.516667,5876.68545928,5854.66384554,5874.23200351,5960.20940544,5875.89504811,5277.95897078,5410.04575145,5367.45871182,4479.16050747,4723.46371859,4192.29794895,4194.33637127,3380.78272458,5372.35391308,4922.02966541,4503.38535177,3722.7299143,5038.53448777,4812.77164556,4073.57152566,409.798336026,209.611282942,117.824723404,48.1188156115,439.978847203,341.471024638,452.054600209,351.907017442,528.454388654,816.107208742,116.247038988,1336.11797318,6002.41233021,5936.65170852,5747.92886273,4933.43620122,2684.99823757,4144.10406621,9794.44091934,5438.97687295,
LK,6.916667,79.83333,9064.6880364,9053.79378214,9073.04179207,9369.00379447,9060.77526415,8433.79549808,8555.30285599,8582.49028885,8977.12042224,9442.69869808,8946.40871621,8944.82964014,2082.45297871,9882.71957867,9810.53799267,9239.91118483,1802.22983702,9433.72291171,9097.4243,8706.2120524,4857.958019,5020.17899093,4866.0152416,4994.11009982,5145.9690556,5230.24574316,5137.86068997,5290.4978693,5413.32590784,5674.36689322,4943.41362877,4084.39990372,8711.71836435,4257.86367358,2519.95718356,3209.68510067,5718.54252997,3622.81634494,5200.24304468,10001.5406963,
LR,6.3,-10.8,7096.52337307,7079.82961721,7087.42738483,6957.0966704,7098.58703952,6874.22698167,6939.95361778,6869.80346374,5253.90408843,5035.25420906,4689.70627914,4698.24852879,5779.9975823,5677.83552844,4749.86341501,4886.86317613,6029.72392542,5656.30111777,5675.61722544,4853.39527327,3474.96922055,3230.76614293,3175.41320636,3059.56309332,3386.20883742,3167.25194689,3405.26368485,3039.43388975,3182.77564379,3260.74799293,2959.45589965,4317.26562635,3177.14197662,8960.31341077,8225.78334019,7805.79206775,530.63901049,3025.2743363,10625.1569573,3813.770491,
LS,-29.3167,27.48333,10603.1403471,10589.0137471,10593.0444708,10405.2931607,10605.7705481,10393.8001383,10471.7148873,10402.988592,8780.04922736,8486.70834149,8206.60209118,8215.57471131,5547.26342336,9038.6921581,8073.00725219,8370.49642548,5510.04181136,9127.90934755,9195.85306023,8389.54092261,5718.00262504,5608.11892258,5441.53820208,5427.81451954,5839.54709494,5696.39225611,5851.41219223,5619.7774331,5831.15234916,6060.03065029,5293.38574572,5907.94774922,4526.94119148,8539.04053883,6770.68461217,7430.19866555,3431.54295198,1344.53152489,7087.81341043,6495.86759746,
LT,54.68333,25.31667,5787.87650191,5766.39483853,5787.86045098,5935.06010864,5786.23053036,5122.11015201,5264.25217151,5235.57218354,4692.55995656,5048.19358036,4526.66485728,4526.52176181,2660.13602876,5626.69079326,5358.63873012,4832.99956994,3010.82938855,5235.3183628,4957.98584559,4336.98257338,510.941675488,766.491038343,743.485927022,883.276002574,766.758188946,939.496959838,752.170782117,1055.20066421,1071.93982467,1274.3456442,953.676823822,489.716164526,6861.82395026,5085.72655271,4928.91573875,4075.14837684,3478.87815488,4477.50656751,8983.13697516,6158.21811107,
LU,49.6,6.116667,5646.39145996,5624.36960829,5643.88663487,5729.16465048,5645.620396,5050.55527129,5182.0180954,5138.88891318,4254.7197116,4509.56665308,3978.21978628,3980.01408835,3493.31447052,5152.67872591,4724.15881642,4289.53095521,3839.75685467,4813.85843639,4584.90845206,3852.1628743,374.158894631,119.762867985,267.554815223,190.317696684,250.591766848,112.683397044,267.655914388,177.489143504,304.006349605,591.181862158,319.342301487,1372.57239039,5999.14188132,5895.84297963,5810.73450667,4943.65347635,2797.16102352,4364.47135293,9865.34504674,5318.03439014,
LV,56.95,24.1,5626.43191853,5604.98334872,5626.4922878,5775.87699738,5624.76067005,4959.37046984,5101.64729892,5073.30332178,4553.42295896,4920.82449396,4402.39656142,4401.96358775,2726.21262018,5489.26954831,5246.26240961,4706.99122897,3077.63559241,5093.01575626,4811.63808697,4204.54443729,524.986186497,786.817852539,802.763894812,930.141974798,737.320177255,933.65484517,720.312808782,1058.03142468,1041.46397866,1213.56448183,1018.38570115,523.203823291,6894.40888803,5022.00900989,4940.99964142,4048.0672249,3574.39753038,4638.03004428,8988.73774988,6106.34622918,
LY,32.88333,13.16667,6791.08760053,6769.17517994,6787.49342801,6839.68212826,6790.72375501,6229.56323489,6356.18801115,6308.67041997,5241.18041501,5381.408535,4863.99481081,4867.9521379,3506.71405032,6068.97814009,5455.33466862,5165.96559545,3805.81513943,5794.23851942,5613.70941009,4811.6811448,1356.57783224,1212.5344595,1056.9548158,1029.50942893,1442.34109315,1301.24203007,1454.93597829,1237.03033629,1450.4286016,1708.1085652,894.91278341,1967.41538816,5540.86067939,6571.99669443,5990.86313662,5416.73474602,1921.86315962,3163.70653874,9789.21362818,5515.23356639,
MA,34.01667,-6.81667,5986.18938457,5965.20965164,5980.45086663,5971.68756207,5986.68810983,5532.22964764,5639.17307584,5580.45217675,4276.2106901,4329.95561958,3833.9201922,3839.15040487,4508.15735736,5029.37555824,4341.26438126,4122.23022945,4832.87265244,4808.18731805,4678.4354422,3837.25711175,1621.31201242,1361.39369744,1359.96300772,1219.74546286,1480.2712941,1258.93757156,1499.66119267,1128.00373627,1253.91094091,1335.93158633,1157.20348183,2576.81075304,4760.05234096,7157.89070193,6946.35966258,6175.35723002,1668.95768331,3882.85290009,10914.6140328,4397.61991162,
MC,43.73333,7.416667,6002.06736273,5980.07514633,5998.99364995,6067.93171258,6001.50728744,5424.97986435,5553.57777965,5507.82366799,4531.93689251,4738.52385486,4209.70841191,4212.44644544,3540.99629599,5403.81128468,4897.26042,4519.05235955,3877.02020609,5090.81279791,4882.60009395,4115.28050952,665.791785025,445.06120355,363.456716703,256.952770281,656.332174781,491.752009575,671.766584909,428.497941782,641.072515564,909.513046186,147.968159444,1564.77873919,5771.44680856,6184.75815933,5943.87308178,5162.93135952,2429.29130862,3974.36095368,9971.4790186,5298.73480617,
MD,47,28.85,6335.25928414,6313.68816695,6335.02394645,6475.68801232,6333.68610726,5673.11677654,5814.90392889,5785.34691591,5173.77834001,5491.32460503,4962.83234737,4963.58635986,2481.3076751,6099.32133145,5752.24214391,5272.93464954,2819.86519629,5724.62116494,5460.55086019,4799.18470442,786.311386965,943.875103652,807.812272811,950.913768107,1071.05667336,1153.88856771,1064.74085173,1227.22127821,1333.9201673,1596.33337354,943.368565414,711.833639057,6756.46102651,5301.33831775,4892.50693303,4182.96953754,3197.08222006,3938.9580117,8910.46323327,6345.50577099,
ME,42.43333,19.26667,6409.47112659,6387.49004472,6407.63974647,6508.3914012,6408.45378943,5788.49196462,5924.39442147,5885.78665923,5054.75092843,5299.54979657,4768.54766713,4770.67775856,2985.73080784,5949.67173175,5485.86942693,5079.49184139,3313.01341799,5613.94312656,5383.75216023,4650.62819327,748.296007117,731.617487181,542.814184745,624.660855095,946.875121462,912.797043421,951.318090982,926.945636167,1103.23393658,1390.97123175,543.115408666,1231.66581307,6191.93682067,5861.39109012,5431.92705837,4748.51711265,2645.44649034,3685.91954004,9409.85469255,5883.82513433,
MF,18.0731,-63.0822,3781.5958744,3771.49464819,3770.65281422,3552.81203707,3784.84528404,3880.57957809,3872.93922102,3802.29295821,2189.477897,1704.34275222,1677.75982086,1687.14515148,7798.35196676,2183.84542592,1218.32602461,1669.61275391,8149.76911471,2330.23068974,2511.21115696,2009.21782591,4668.58874344,4464.01966859,4593.64923427,4453.77732409,4386.38036373,4257.07251893,4398.65091026,4174.46237402,4091.17169214,3868.013219,4484.00934318,5593.87298473,3082.48203806,8434.73172061,9642.62857685,8429.94217913,3984.08459777,6631.69174851,10263.289241,1128.02155226,
MG,-18.9167,47.51667,11014.1947796,10992.1850704,11012.0175624,11073.1935378,11013.2822369,10373.5019246,10514.924049,10483.0002417,9379.76727344,9318.41940354,8887.67830105,8894.50326128,4276.63348179,9995.48075115,9083.63629473,9139.98139463,4180.10109816,9885.6739681,9789.23695876,8940.91977172,5343.37687791,5325.06519457,5137.44476854,5178.55318395,5549.39318047,5475.82706789,5555.05149373,5442.69445773,5650.53988429,5926.69141322,5056.44683001,5191.47718356,5953.85996656,7089.01353842,5324.3081147,6006.2453472,4037.59219719,1322.50938066,6409.73280771,7798.16845367,
