Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
AD,0.0527759896189,0.0525804908401,0.0527415924884,0.0531698394501,0.0527736167095,0.0478965658699,0.0489978190398,0.0485516632303,0.0389689211218,0.0405116284565,0.035816270567,0.0358458700218,0.0346408313668,0.0465647588427,0.0416662504764,0.0385598350072,0.0376502894238,0.043942961168,0.0422423533028,0.0351660667343,0.00810845530988,0.00580900257499,0.0057782186865,0.00450012336257,0.007142284886,0.00522105455207,0.00731039491531,0.00414543015238,0.00580984810912,0.0076280753426,0.00406912146006,0.0166766643488,0.0493828325445,0.0576750428409,0.0560655105859,0.0488519128844,0.0205085532154,0.0364257795964,0.0921573294418,0.044838982649,
AE,0.0731679976557,0.0729928921393,0.0731932665274,0.0750287176475,0.0731451956438,0.0668688005892,0.068166419452,0.0680758617235,0.0650881164447,0.0680723275422,0.063342525458,0.0633499039251,0.0139532454859,0.0734329818932,0.0702152711761,0.0661180881604,0.0150286993509,0.069936951613,0.0673966766282,0.0618437678193,0.0259668653796,0.0270775508442,0.0255721601679,0.0266212490741,0.0284766804308,0.0289267041847,0.0284339552114,0.0293247737935,0.0306208892262,0.0330928878062,0.0260526898311,0.020970814847,0.0675390112592,0.0449654888331,0.0338912085504,0.0333340734069,0.0355404136379,0.0260822044455,0.0649966228341,0.0721761661523,
AF,0.0665430158332,0.0663935451101,0.0665902838024,0.0688579734631,0.0665141062634,0.0602953330891,0.0615434334241,0.061598384964,0.0624745297273,0.0665674307711,0.0621745194989,0.0621568329218,0.00390249146496,0.0707184709354,0.0701009481118,0.0647671261056,0.00585086091208,0.0667786318941,0.0638593696618,0.0599769604149,0.0267712481993,0.0286160492432,0.0275403072031,0.0288334105432,0.0293104128524,0.0304556748916,0.0292064328069,0.0312330971617,0.0319329844041,0.0339933178922,0.0287205792744,0.018921109114,0.076679250384,0.0350373346083,0.0255780156119,0.0234000362703,0.0437998946894,0.0360218787343,0.0600987430139,0.0770644522625,
AG,0.0349611966148,0.0348713505659,0.0348632250795,0.032906399778,0.0349903340978,0.0358444256405,0.0357799984155,0.0351476404235,0.0206927576193,0.0163799181342,0.0160729748303,0.0161574893189,0.0700268001274,0.0206552577584,0.0120217447304,0.0160519447548,0.0731682505477,0.021981861001,0.0235928241952,0.0190172419617,0.0419555962302,0.0400840042716,0.041207458423,0.0399428394043,0.0394473932362,0.0382432855095,0.0395610842425,0.0374770651541,0.0367860327738,0.0348416009484,0.0401790788187,0.0503235152659,0.026962096197,0.076469857719,0.086988278178,0.0761899158714,0.0351216371248,0.0587174012241,0.0925005417792,0.00987773200268,
AI,0.0339960978911,0.0339052237787,0.0338982791449,0.0319553332656,0.0340250994525,0.0348643388915,0.0347993737085,0.0341669811106,0.0197261656184,0.0153992674075,0.0151392104081,0.0152232652068,0.0698783523012,0.0197116816701,0.011072831099,0.0150787324562,0.0730220730617,0.0210042565855,0.0226132523311,0.0181013126737,0.0418837446277,0.0400557190021,0.0412171623144,0.0399666413941,0.0393585010403,0.0382039488307,0.03946809699,0.0374663029372,0.0367186133785,0.0347200823994,0.040238973847,0.0501572694952,0.0278506127207,0.0755795615982,0.08637069443,0.0755232350381,0.0358209301969,0.059519999835,0.0920588339173,0.0103816935054,
AL,0.0582626361876,0.0580659590959,0.0582459087341,0.0591362975074,0.0582536576211,0.0527151827764,0.0539301004913,0.0535835702425,0.0460693028803,0.048205341285,0.0434576677659,0.043477813277,0.0268154392374,0.0540482005621,0.0498018651622,0.0462372629665,0.0297090270059,0.0510730727659,0.0490346372588,0.0424378913895,0.00762912489204,0.00744182211618,0.00575026842674,0.00641772088095,0.009387099047,0.00902651632198,0.00942987425147,0.00910232617242,0.010721688875,0.0132964900322,0.00561499431384,0.0116481481856,0.0554278256488,0.0529455479304,0.0487883718058,0.04287103841,0.0234964776014,0.0324439002518,0.084204132406,0.0530703303171,
AM,0.0629197457676,0.062735263397,0.0629333499038,0.0645398861688,0.0629005321781,0.0567227414337,0.0580206101458,0.0578547957524,0.054131073989,0.0572626046314,0.0525667424944,0.0525690610355,0.0154811437933,0.0624914324712,0.059779886412,0.0553244717322,0.0182542335979,0.0589676333543,0.0564342259008,0.0509436666561,0.0153441782939,0.01678765511,0.0154766380319,0.016690399593,0.0179130782472,0.0186680729582,0.017847332626,0.019268958388,0.0202909906808,0.0226298579785,0.0164069578624,0.0102324582834,0.0655679326522,0.0442867208876,0.0376870077082,0.0332098968714,0.0325646167354,0.0322992027935,0.0726633722479,0.0645918831529,
AO,0.0809465115451,0.0807857160703,0.0808710689825,0.0798793995228,0.0809618905413,0.0781316128647,0.0789168436299,0.0783270499274,0.0644718813557,0.0627451452075,0.0595213562057,0.0595949344341,0.0461531531046,0.0684776081394,0.0600861643987,0.0613859068322,0.0471497381204,0.0682660247581,0.0682677427289,0.0607562920684,0.0381200310789,0.0367183942243,0.0354221356754,0.0350312279035,0.0387115646131,0.0371798211589,0.0388416416348,0.0363440346535,0.0381690809246,0.0399721360457,0.033837177248,0.0420421036668,0.0366141153218,0.0771612795967,0.0641209154972,0.0655531761421,0.0159388807399,0.0104580418154,0.0780783261016,0.049440204271,
AQ,0.0712562774238,0.0711013403549,0.0711776387608,0.070099656673,0.0712732961677,0.0688920006426,0.0695689043116,0.068955821871,0.0547621471911,0.0529467085393,0.0497659475694,0.0498407359482,0.0489181860775,0.0587084644845,0.050383611872,0.0515932574658,0.0506695322721,0.0584751590104,0.0585501390753,0.0511044951608,0.0333918897879,0.0315145608957,0.0305901807315,0.0298375996315,0.0332657468276,0.0314521273133,0.0334219536447,0.0304239388952,0.0320362292089,0.0333306673775,0.0287464262249,0.0394643725073,0.0317156640594,0.0794807347296,0.0695923322218,0.0681450359928,0.00685237418036,0.0196543965205,0.0877897973873,0.0410036395782,
AR,0.0576679469694,0.0577072954659,0.0575757655507,0.0548524528238,0.057704909561,0.06198568478,0.0612408349214,0.0607921939204,0.0502165138077,0.0449898974374,0.0468922713174,0.0469638260261,0.0888664525682,0.0453612975387,0.0395838449457,0.0457205777203,0.0903676042322,0.0488350407275,0.0516116734135,0.0499751139749,0.0664705295373,0.0641288821905,0.0642972021235,0.0630187542858,0.0647059749045,0.0628342195698,0.0648725043769,0.0616974199091,0.0621227843906,0.0613593497077,0.0624867450949,0.075189797479,0.00960641608863,0.102169462679,0.102919988669,0.107359478352,0.0423928533741,0.0516599700065,0.0709765617084,0.0232087448165,
